Date,Sunrise,Sunset
1/22/2017,07:13:49,17:00:59
1/23/2017,07:13:08,17:02:11
1/24/2017,07:12:25,17:03:24
1/25/2017,07:11:40,17:04:37
1/26/2017,07:10:53,17:05:50
1/27/2017,07:10:04,17:07:04
1/28/2017,07:09:13,17:08:18
1/29/2017,07:08:21,17:09:32
1/30/2017,07:07:26,17:10:46
1/31/2017,07:06:30,17:12:00
2/1/2017,07:05:33,17:13:14
2/2/2017,07:04:33,17:14:28
2/3/2017,07:03:32,17:15:43
2/4/2017,07:02:29,17:16:57
2/5/2017,07:01:25,17:18:11
2/6/2017,07:00:19,17:19:25
2/7/2017,06:59:12,17:20:39
2/8/2017,06:58:03,17:21:53
2/9/2017,06:56:53,17:23:07
2/10/2017,06:55:41,17:24:21
2/11/2017,06:54:28,17:25:34
2/12/2017,06:53:14,17:26:47
2/13/2017,06:51:58,17:28:00
2/14/2017,06:50:41,17:29:13
2/15/2017,06:49:23,17:30:25
2/16/2017,06:48:03,17:31:37
2/17/2017,06:46:43,17:32:49
2/18/2017,06:45:21,17:34:01
2/19/2017,06:43:58,17:35:12
2/20/2017,06:42:34,17:36:23
2/21/2017,06:41:10,17:37:34
2/22/2017,06:39:44,17:38:45
2/23/2017,06:38:17,17:39:55
2/24/2017,06:36:49,17:41:05
2/25/2017,06:35:21,17:42:14
2/26/2017,06:33:52,17:43:23
2/27/2017,06:32:21,17:44:32
2/28/2017,06:30:50,17:45:41
3/1/2017,06:29:19,17:46:49
3/2/2017,06:27:46,17:47:57
3/3/2017,06:26:13,17:49:05
3/4/2017,06:24:40,17:50:12
3/5/2017,06:23:06,17:51:20
3/6/2017,06:21:31,17:52:26
3/7/2017,06:19:55,17:53:33
3/8/2017,06:18:20,17:54:39
3/9/2017,06:16:43,17:55:46
3/10/2017,06:15:06,17:56:51
3/11/2017,06:13:29,17:57:57
3/12/2017,06:11:52,17:59:02
3/13/2017,06:10:14,18:00:08
3/14/2017,06:08:36,18:01:13
3/15/2017,06:06:57,18:02:17
3/16/2017,06:05:19,18:03:22
3/17/2017,06:03:40,18:04:26
3/18/2017,06:02:01,18:05:31
3/19/2017,06:00:22,18:06:35
3/20/2017,05:58:42,18:07:39
3/21/2017,05:57:03,18:08:43
3/22/2017,05:55:23,18:09:46
3/23/2017,05:53:44,18:10:50
3/24/2017,05:52:04,18:11:53
3/25/2017,05:50:25,18:12:57
3/26/2017,05:48:45,18:14:00
3/27/2017,05:47:06,18:15:03
3/28/2017,05:45:27,18:16:06
3/29/2017,05:43:48,18:17:10
3/30/2017,05:42:09,18:18:13
3/31/2017,05:40:30,18:19:16
4/1/2017,05:38:52,18:20:18
4/2/2017,05:37:14,18:21:21
4/3/2017,05:35:36,18:22:24
4/4/2017,05:33:58,18:23:27
4/5/2017,05:32:21,18:24:30
4/6/2017,05:30:45,18:25:33
4/7/2017,05:29:08,18:26:36
4/8/2017,05:27:32,18:27:39
4/9/2017,05:25:57,18:28:42
4/10/2017,05:24:22,18:29:45
4/11/2017,05:22:48,18:30:48
4/12/2017,05:21:14,18:31:50
4/13/2017,05:19:41,18:32:53
4/14/2017,05:18:08,18:33:56
4/15/2017,05:16:36,18:34:59
4/16/2017,05:15:05,18:36:02
4/17/2017,05:13:35,18:37:05
4/18/2017,05:12:05,18:38:08
4/19/2017,05:10:36,18:39:12
4/20/2017,05:09:08,18:40:15
4/21/2017,05:07:41,18:41:18
4/22/2017,05:06:14,18:42:21
4/23/2017,05:04:49,18:43:24
4/24/2017,05:03:24,18:44:27
4/25/2017,05:02:01,18:45:30
4/26/2017,05:00:38,18:46:32
4/27/2017,04:59:17,18:47:35
4/28/2017,04:57:56,18:48:38
4/29/2017,04:56:37,18:49:41
4/30/2017,04:55:19,18:50:43
5/1/2017,04:54:02,18:51:46
5/2/2017,04:52:46,18:52:48
5/3/2017,04:51:32,18:53:50
5/4/2017,04:50:19,18:54:52
5/5/2017,04:49:07,18:55:54
5/6/2017,04:47:56,18:56:55
5/7/2017,04:46:47,18:57:56
5/8/2017,04:45:39,18:58:57
5/9/2017,04:44:32,18:59:58
5/10/2017,04:43:27,19:00:58
5/11/2017,04:42:24,19:01:58
5/12/2017,04:41:22,19:02:58
5/13/2017,04:40:21,19:03:57
5/14/2017,04:39:23,19:04:56
5/15/2017,04:38:25,19:05:54
5/16/2017,04:37:30,19:06:52
5/17/2017,04:36:36,19:07:49
5/18/2017,04:35:43,19:08:45
5/19/2017,04:34:53,19:09:41
5/20/2017,04:34:04,19:10:37
5/21/2017,04:33:17,19:11:31
5/22/2017,04:32:31,19:12:25
5/23/2017,04:31:48,19:13:18
5/24/2017,04:31:06,19:14:10
5/25/2017,04:30:26,19:15:01
5/26/2017,04:29:48,19:15:52
5/27/2017,04:29:12,19:16:41
5/28/2017,04:28:38,19:17:29
5/29/2017,04:28:05,19:18:17
5/30/2017,04:27:35,19:19:03
5/31/2017,04:27:06,19:19:48
6/1/2017,04:26:40,19:20:32
6/2/2017,04:26:15,19:21:15
6/3/2017,04:25:53,19:21:57
6/4/2017,04:25:32,19:22:37
6/5/2017,04:25:13,19:23:16
6/6/2017,04:24:57,19:23:53
6/7/2017,04:24:42,19:24:29
6/8/2017,04:24:30,19:25:04
6/9/2017,04:24:19,19:25:37
6/10/2017,04:24:10,19:26:08
6/11/2017,04:24:03,19:26:38
6/12/2017,04:23:59,19:27:07
6/13/2017,04:23:56,19:27:33
6/14/2017,04:23:55,19:27:59
6/15/2017,04:23:56,19:28:22
6/16/2017,04:24:00,19:28:43
6/17/2017,04:24:05,19:29:03
6/18/2017,04:24:12,19:29:21
6/19/2017,04:24:20,19:29:37
6/20/2017,04:24:31,19:29:52
6/21/2017,04:24:44,19:30:04
6/22/2017,04:24:58,19:30:14
6/23/2017,04:25:14,19:30:23
6/24/2017,04:25:32,19:30:30
6/25/2017,04:25:52,19:30:34
6/26/2017,04:26:13,19:30:37
6/27/2017,04:26:36,19:30:38
6/28/2017,04:27:01,19:30:36
6/29/2017,04:27:27,19:30:33
6/30/2017,04:27:55,19:30:28
7/1/2017,04:28:24,19:30:20
7/2/2017,04:28:55,19:30:11
7/3/2017,04:29:27,19:30:00
7/4/2017,04:30:01,19:29:46
7/5/2017,04:30:36,19:29:31
7/6/2017,04:31:13,19:29:13
7/7/2017,04:31:51,19:28:53
7/8/2017,04:32:30,19:28:32
7/9/2017,04:33:10,19:28:08
7/10/2017,04:33:52,19:27:43
7/11/2017,04:34:34,19:27:15
7/12/2017,04:35:18,19:26:45
7/13/2017,04:36:03,19:26:14
7/14/2017,04:36:48,19:25:40
7/15/2017,04:37:35,19:25:05
7/16/2017,04:38:23,19:24:28
7/17/2017,04:39:11,19:23:48
7/18/2017,04:40:00,19:23:07
7/19/2017,04:40:51,19:22:24
7/20/2017,04:41:41,19:21:39
7/21/2017,04:42:33,19:20:53
7/22/2017,04:43:25,19:20:04
7/23/2017,04:44:18,19:19:14
7/24/2017,04:45:12,19:18:22
7/25/2017,04:46:06,19:17:28
7/26/2017,04:47:00,19:16:33
7/27/2017,04:47:56,19:15:36
7/28/2017,04:48:51,19:14:37
7/29/2017,04:49:47,19:13:37
7/30/2017,04:50:43,19:12:35
7/31/2017,04:51:40,19:11:31
8/1/2017,04:52:37,19:10:26
8/2/2017,04:53:34,19:09:20
8/3/2017,04:54:32,19:08:12
8/4/2017,04:55:30,19:07:02
8/5/2017,04:56:28,19:05:52
8/6/2017,04:57:26,19:04:39
8/7/2017,04:58:25,19:03:26
8/8/2017,04:59:23,19:02:11
8/9/2017,05:00:22,19:00:55
8/10/2017,05:01:21,18:59:38
8/11/2017,05:02:20,18:58:19
8/12/2017,05:03:19,18:57:00
8/13/2017,05:04:18,18:55:39
8/14/2017,05:05:17,18:54:17
8/15/2017,05:06:16,18:52:54
8/16/2017,05:07:15,18:51:30
8/17/2017,05:08:14,18:50:05
8/18/2017,05:09:14,18:48:38
8/19/2017,05:10:13,18:47:11
8/20/2017,05:11:12,18:45:43
8/21/2017,05:12:11,18:44:15
8/22/2017,05:13:10,18:42:45
8/23/2017,05:14:09,18:41:14
8/24/2017,05:15:08,18:39:43
8/25/2017,05:16:07,18:38:11
8/26/2017,05:17:06,18:36:38
8/27/2017,05:18:05,18:35:04
8/28/2017,05:19:04,18:33:30
8/29/2017,05:20:03,18:31:55
8/30/2017,05:21:01,18:30:20
8/31/2017,05:22:00,18:28:44
9/1/2017,05:22:59,18:27:07
9/2/2017,05:23:57,18:25:30
9/3/2017,05:24:56,18:23:52
9/4/2017,05:25:55,18:22:14
9/5/2017,05:26:53,18:20:36
9/6/2017,05:27:52,18:18:57
9/7/2017,05:28:50,18:17:17
9/8/2017,05:29:49,18:15:38
9/9/2017,05:30:47,18:13:58
9/10/2017,05:31:46,18:12:17
9/11/2017,05:32:44,18:10:37
9/12/2017,05:33:43,18:08:56
9/13/2017,05:34:41,18:07:15
9/14/2017,05:35:40,18:05:34
9/15/2017,05:36:38,18:03:53
9/16/2017,05:37:37,18:02:11
9/17/2017,05:38:36,18:00:30
9/18/2017,05:39:35,17:58:48
9/19/2017,05:40:34,17:57:07
9/20/2017,05:41:33,17:55:25
9/21/2017,05:42:32,17:53:44
9/22/2017,05:43:31,17:52:02
9/23/2017,05:44:31,17:50:21
9/24/2017,05:45:30,17:48:40
9/25/2017,05:46:30,17:46:58
9/26/2017,05:47:30,17:45:17
9/27/2017,05:48:30,17:43:37
9/28/2017,05:49:30,17:41:56
9/29/2017,05:50:31,17:40:16
9/30/2017,05:51:31,17:38:36
10/1/2017,05:52:32,17:36:56
10/2/2017,05:53:33,17:35:17
10/3/2017,05:54:34,17:33:38
10/4/2017,05:55:36,17:32:00
10/5/2017,05:56:38,17:30:22
10/6/2017,05:57:40,17:28:45
10/7/2017,05:58:42,17:27:08
10/8/2017,05:59:45,17:25:31
10/9/2017,06:00:48,17:23:55
10/10/2017,06:01:51,17:22:20
10/11/2017,06:02:55,17:20:46
10/12/2017,06:03:59,17:19:12
10/13/2017,06:05:03,17:17:39
10/14/2017,06:06:07,17:16:06
10/15/2017,06:07:12,17:14:35
10/16/2017,06:08:17,17:13:04
10/17/2017,06:09:23,17:11:34
10/18/2017,06:10:29,17:10:05
10/19/2017,06:11:35,17:08:37
10/20/2017,06:12:41,17:07:10
10/21/2017,06:13:48,17:05:43
10/22/2017,06:14:55,17:04:18
10/23/2017,06:16:03,17:02:54
10/24/2017,06:17:11,17:01:31
10/25/2017,06:18:19,17:00:10
10/26/2017,06:19:27,16:58:49
10/27/2017,06:20:36,16:57:29
10/28/2017,06:21:45,16:56:11
10/29/2017,06:22:54,16:54:54
10/30/2017,06:24:04,16:53:39
10/31/2017,06:25:13,16:52:25
11/1/2017,06:26:23,16:51:12
11/2/2017,06:27:34,16:50:00
11/3/2017,06:28:44,16:48:50
11/4/2017,06:29:55,16:47:42
11/5/2017,06:31:05,16:46:35
11/6/2017,06:32:16,16:45:30
11/7/2017,06:33:27,16:44:26
11/8/2017,06:34:38,16:43:24
11/9/2017,06:35:49,16:42:24
11/10/2017,06:37:01,16:41:25
11/11/2017,06:38:12,16:40:28
11/12/2017,06:39:23,16:39:33
11/13/2017,06:40:34,16:38:40
11/14/2017,06:41:44,16:37:48
11/15/2017,06:42:55,16:36:59
11/16/2017,06:44:06,16:36:11
11/17/2017,06:45:16,16:35:25
11/18/2017,06:46:26,16:34:41
11/19/2017,06:47:35,16:34:00
11/20/2017,06:48:45,16:33:20
11/21/2017,06:49:53,16:32:42
11/22/2017,06:51:02,16:32:07
11/23/2017,06:52:09,16:31:33
11/24/2017,06:53:17,16:31:02
11/25/2017,06:54:23,16:30:32
11/26/2017,06:55:29,16:30:05
11/27/2017,06:56:34,16:29:41
11/28/2017,06:57:38,16:29:18
11/29/2017,06:58:42,16:28:58
11/30/2017,06:59:44,16:28:39
12/1/2017,07:00:46,16:28:24
12/2/2017,07:01:47,16:28:10
12/3/2017,07:02:46,16:27:59
12/4/2017,07:03:45,16:27:50
12/5/2017,07:04:42,16:27:43
12/6/2017,07:05:38,16:27:38
12/7/2017,07:06:32,16:27:36
12/8/2017,07:07:26,16:27:37
12/9/2017,07:08:18,16:27:39
12/10/2017,07:09:08,16:27:44
12/11/2017,07:09:57,16:27:51
12/12/2017,07:10:44,16:28:00
12/13/2017,07:11:30,16:28:12
12/14/2017,07:12:14,16:28:26
12/15/2017,07:12:56,16:28:42
12/16/2017,07:13:37,16:29:00
12/17/2017,07:14:16,16:29:21
12/18/2017,07:14:53,16:29:44
12/19/2017,07:15:28,16:30:08
12/20/2017,07:16:01,16:30:35
12/21/2017,07:16:32,16:31:05
12/22/2017,07:17:01,16:31:36
12/23/2017,07:17:28,16:32:09
12/24/2017,07:17:53,16:32:44
12/25/2017,07:18:16,16:33:21
12/26/2017,07:18:37,16:34:01
12/27/2017,07:18:55,16:34:42
12/28/2017,07:19:12,16:35:24
12/29/2017,07:19:26,16:36:09
12/30/2017,07:19:38,16:36:55
12/31/2017,07:19:48,16:37:44
1/1/2018,07:19:55,16:38:33
1/2/2018,07:20:01,16:39:25
1/3/2018,07:20:04,16:40:17
1/4/2018,07:20:04,16:41:12
1/5/2018,07:20:03,16:42:08
1/6/2018,07:19:59,16:43:05
1/7/2018,07:19:53,16:44:03
1/8/2018,07:19:45,16:45:03
1/9/2018,07:19:35,16:46:04
1/10/2018,07:19:22,16:47:06
1/11/2018,07:19:07,16:48:09
1/12/2018,07:18:50,16:49:14
1/13/2018,07:18:30,16:50:19
1/14/2018,07:18:09,16:51:25
1/15/2018,07:17:45,16:52:32
1/16/2018,07:17:19,16:53:40
1/17/2018,07:16:51,16:54:49
1/18/2018,07:16:20,16:55:58
1/19/2018,07:15:48,16:57:08
1/20/2018,07:15:13,16:58:19
1/21/2018,07:14:37,16:59:30
1/22/2018,07:13:58,17:00:41
1/23/2018,07:13:18,17:01:54
1/24/2018,07:12:35,17:03:06
1/25/2018,07:11:51,17:04:19
1/26/2018,07:11:04,17:05:32
1/27/2018,07:10:16,17:06:46
1/28/2018,07:09:26,17:07:59
1/29/2018,07:08:34,17:09:13
1/30/2018,07:07:40,17:10:27
1/31/2018,07:06:44,17:11:42
2/1/2018,07:05:47,17:12:56
2/2/2018,07:04:48,17:14:10
2/3/2018,07:03:47,17:15:24
2/4/2018,07:02:45,17:16:39
2/5/2018,07:01:41,17:17:53
2/6/2018,07:00:35,17:19:07
2/7/2018,06:59:28,17:20:21
2/8/2018,06:58:20,17:21:35
2/9/2018,06:57:10,17:22:49
2/10/2018,06:55:59,17:24:02
2/11/2018,06:54:46,17:25:16
2/12/2018,06:53:32,17:26:29
2/13/2018,06:52:16,17:27:42
2/14/2018,06:51:00,17:28:55
2/15/2018,06:49:42,17:30:07
2/16/2018,06:48:23,17:31:20
2/17/2018,06:47:02,17:32:32
2/18/2018,06:45:41,17:33:43
2/19/2018,06:44:18,17:34:55
2/20/2018,06:42:55,17:36:06
2/21/2018,06:41:30,17:37:17
2/22/2018,06:40:05,17:38:27
2/23/2018,06:38:38,17:39:38
2/24/2018,06:37:11,17:40:47
2/25/2018,06:35:42,17:41:57
2/26/2018,06:34:13,17:43:06
2/27/2018,06:32:43,17:44:15
2/28/2018,06:31:13,17:45:24
3/1/2018,06:29:41,17:46:32
3/2/2018,06:28:09,17:47:41
3/3/2018,06:26:36,17:48:48
3/4/2018,06:25:03,17:49:56
3/5/2018,06:23:28,17:51:03
3/6/2018,06:21:54,17:52:10
3/7/2018,06:20:19,17:53:17
3/8/2018,06:18:43,17:54:23
3/9/2018,06:17:07,17:55:29
3/10/2018,06:15:30,17:56:35
3/11/2018,06:13:53,17:57:41
3/12/2018,06:12:16,17:58:46
3/13/2018,06:10:38,17:59:52
3/14/2018,06:09:00,18:00:57
3/15/2018,06:07:21,18:02:02
3/16/2018,06:05:43,18:03:06
3/17/2018,06:04:04,18:04:11
3/18/2018,06:02:25,18:05:15
3/19/2018,06:00:46,18:06:19
3/20/2018,05:59:06,18:07:23
3/21/2018,05:57:27,18:08:27
3/22/2018,05:55:48,18:09:31
3/23/2018,05:54:08,18:10:34
3/24/2018,05:52:29,18:11:38
3/25/2018,05:50:49,18:12:41
3/26/2018,05:49:10,18:13:45
3/27/2018,05:47:30,18:14:48
3/28/2018,05:45:51,18:15:51
3/29/2018,05:44:12,18:16:54
3/30/2018,05:42:33,18:17:57
3/31/2018,05:40:54,18:19:00
4/1/2018,05:39:16,18:20:03
4/2/2018,05:37:38,18:21:06
4/3/2018,05:36:00,18:22:09
4/4/2018,05:34:22,18:23:12
4/5/2018,05:32:45,18:24:15
4/6/2018,05:31:08,18:25:18
4/7/2018,05:29:32,18:26:21
4/8/2018,05:27:56,18:27:23
4/9/2018,05:26:20,18:28:26
4/10/2018,05:24:45,18:29:29
4/11/2018,05:23:10,18:30:32
4/12/2018,05:21:37,18:31:35
4/13/2018,05:20:03,18:32:38
4/14/2018,05:18:30,18:33:41
4/15/2018,05:16:58,18:34:44
4/16/2018,05:15:27,18:35:47
4/17/2018,05:13:56,18:36:50
4/18/2018,05:12:27,18:37:53
4/19/2018,05:10:57,18:38:56
4/20/2018,05:09:29,18:39:59
4/21/2018,05:08:02,18:41:02
4/22/2018,05:06:35,18:42:05
4/23/2018,05:05:09,18:43:08
4/24/2018,05:03:45,18:44:11
4/25/2018,05:02:21,18:45:14
4/26/2018,05:00:58,18:46:17
4/27/2018,04:59:37,18:47:20
4/28/2018,04:58:16,18:48:23
4/29/2018,04:56:56,18:49:26
4/30/2018,04:55:38,18:50:28
5/1/2018,04:54:21,18:51:31
5/2/2018,04:53:05,18:52:33
5/3/2018,04:51:50,18:53:35
5/4/2018,04:50:36,18:54:37
5/5/2018,04:49:24,18:55:39
5/6/2018,04:48:13,18:56:40
5/7/2018,04:47:03,18:57:42
5/8/2018,04:45:55,18:58:43
5/9/2018,04:44:48,18:59:43
5/10/2018,04:43:43,19:00:44
5/11/2018,04:42:39,19:01:44
5/12/2018,04:41:37,19:02:44
5/13/2018,04:40:36,19:03:43
5/14/2018,04:39:37,19:04:42
5/15/2018,04:38:39,19:05:40
5/16/2018,04:37:43,19:06:38
5/17/2018,04:36:49,19:07:35
5/18/2018,04:35:56,19:08:32
5/19/2018,04:35:05,19:09:28
5/20/2018,04:34:15,19:10:23
5/21/2018,04:33:28,19:11:18
5/22/2018,04:32:42,19:12:12
5/23/2018,04:31:58,19:13:05
5/24/2018,04:31:16,19:13:58
5/25/2018,04:30:36,19:14:49
5/26/2018,04:29:57,19:15:40
5/27/2018,04:29:20,19:16:29
5/28/2018,04:28:46,19:17:18
5/29/2018,04:28:13,19:18:06
5/30/2018,04:27:42,19:18:52
5/31/2018,04:27:13,19:19:38
6/1/2018,04:26:46,19:20:22
6/2/2018,04:26:21,19:21:05
6/3/2018,04:25:58,19:21:47
6/4/2018,04:25:37,19:22:27
6/5/2018,04:25:18,19:23:07
6/6/2018,04:25:01,19:23:44
6/7/2018,04:24:46,19:24:21
6/8/2018,04:24:32,19:24:56
6/9/2018,04:24:21,19:25:29
6/10/2018,04:24:12,19:26:01
6/11/2018,04:24:05,19:26:32
6/12/2018,04:24:00,19:27:00
6/13/2018,04:23:57,19:27:27
6/14/2018,04:23:55,19:27:53
6/15/2018,04:23:56,19:28:17
6/16/2018,04:23:59,19:28:39
6/17/2018,04:24:03,19:28:59
6/18/2018,04:24:10,19:29:17
6/19/2018,04:24:18,19:29:34
6/20/2018,04:24:28,19:29:49
6/21/2018,04:24:40,19:30:01
6/22/2018,04:24:54,19:30:12
6/23/2018,04:25:10,19:30:21
6/24/2018,04:25:27,19:30:29
6/25/2018,04:25:47,19:30:34
6/26/2018,04:26:08,19:30:37
6/27/2018,04:26:30,19:30:38
6/28/2018,04:26:55,19:30:37
6/29/2018,04:27:20,19:30:34
6/30/2018,04:27:48,19:30:29
7/1/2018,04:28:17,19:30:23
7/2/2018,04:28:47,19:30:14
7/3/2018,04:29:19,19:30:03
7/4/2018,04:29:53,19:29:50
7/5/2018,04:30:28,19:29:35
7/6/2018,04:31:04,19:29:18
7/7/2018,04:31:41,19:28:59
7/8/2018,04:32:20,19:28:38
7/9/2018,04:33:00,19:28:14
7/10/2018,04:33:41,19:27:49
7/11/2018,04:34:24,19:27:22
7/12/2018,04:35:07,19:26:53
7/13/2018,04:35:52,19:26:22
7/14/2018,04:36:37,19:25:49
7/15/2018,04:37:24,19:25:14
7/16/2018,04:38:11,19:24:37
7/17/2018,04:38:59,19:23:58
7/18/2018,04:39:48,19:23:18
7/19/2018,04:40:38,19:22:35
7/20/2018,04:41:29,19:21:51
7/21/2018,04:42:21,19:21:04
7/22/2018,04:43:13,19:20:16
7/23/2018,04:44:05,19:19:26
7/24/2018,04:44:59,19:18:35
7/25/2018,04:45:53,19:17:42
7/26/2018,04:46:47,19:16:47
7/27/2018,04:47:42,19:15:50
7/28/2018,04:48:38,19:14:52
7/29/2018,04:49:33,19:13:52
7/30/2018,04:50:30,19:12:50
7/31/2018,04:51:26,19:11:47
8/1/2018,04:52:23,19:10:42
8/2/2018,04:53:21,19:09:36
8/3/2018,04:54:18,19:08:29
8/4/2018,04:55:16,19:07:20
8/5/2018,04:56:14,19:06:09
8/6/2018,04:57:12,19:04:57
8/7/2018,04:58:11,19:03:44
8/8/2018,04:59:09,19:02:30
8/9/2018,05:00:08,19:01:14
8/10/2018,05:01:07,18:59:57
8/11/2018,05:02:05,18:58:39
8/12/2018,05:03:04,18:57:19
8/13/2018,05:04:04,18:55:59
8/14/2018,05:05:03,18:54:37
8/15/2018,05:06:02,18:53:14
8/16/2018,05:07:01,18:51:50
8/17/2018,05:08:00,18:50:26
8/18/2018,05:08:59,18:49:00
8/19/2018,05:09:58,18:47:33
8/20/2018,05:10:58,18:46:05
8/21/2018,05:11:57,18:44:36
8/22/2018,05:12:56,18:43:07
8/23/2018,05:13:55,18:41:37
8/24/2018,05:14:54,18:40:05
8/25/2018,05:15:53,18:38:33
8/26/2018,05:16:52,18:37:01
8/27/2018,05:17:51,18:35:27
8/28/2018,05:18:50,18:33:53
8/29/2018,05:19:48,18:32:19
8/30/2018,05:20:47,18:30:43
8/31/2018,05:21:46,18:29:07
9/1/2018,05:22:45,18:27:31
9/2/2018,05:23:43,18:25:54
9/3/2018,05:24:42,18:24:16
9/4/2018,05:25:40,18:22:38
9/5/2018,05:26:39,18:21:00
9/6/2018,05:27:37,18:19:21
9/7/2018,05:28:36,18:17:42
9/8/2018,05:29:34,18:16:02
9/9/2018,05:30:33,18:14:22
9/10/2018,05:31:31,18:12:42
9/11/2018,05:32:30,18:11:01
9/12/2018,05:33:28,18:09:21
9/13/2018,05:34:27,18:07:40
9/14/2018,05:35:26,18:05:59
9/15/2018,05:36:24,18:04:17
9/16/2018,05:37:23,18:02:36
9/17/2018,05:38:22,18:00:55
9/18/2018,05:39:20,17:59:13
9/19/2018,05:40:19,17:57:31
9/20/2018,05:41:18,17:55:50
9/21/2018,05:42:18,17:54:08
9/22/2018,05:43:17,17:52:27
9/23/2018,05:44:16,17:50:45
9/24/2018,05:45:16,17:49:04
9/25/2018,05:46:15,17:47:23
9/26/2018,05:47:15,17:45:42
9/27/2018,05:48:15,17:44:01
9/28/2018,05:49:15,17:42:21
9/29/2018,05:50:16,17:40:40
9/30/2018,05:51:16,17:39:00
10/1/2018,05:52:17,17:37:21
10/2/2018,05:53:18,17:35:41
10/3/2018,05:54:20,17:34:02
10/4/2018,05:55:21,17:32:24
10/5/2018,05:56:23,17:30:46
10/6/2018,05:57:25,17:29:08
10/7/2018,05:58:27,17:27:31
10/8/2018,05:59:30,17:25:55
10/9/2018,06:00:33,17:24:19
10/10/2018,06:01:36,17:22:43
10/11/2018,06:02:39,17:21:09
10/12/2018,06:03:43,17:19:34
10/13/2018,06:04:47,17:18:01
10/14/2018,06:05:52,17:16:29
10/15/2018,06:06:56,17:14:57
10/16/2018,06:08:02,17:13:26
10/17/2018,06:09:07,17:11:56
10/18/2018,06:10:13,17:10:26
10/19/2018,06:11:19,17:08:58
10/20/2018,06:12:25,17:07:31
10/21/2018,06:13:32,17:06:04
10/22/2018,06:14:39,17:04:39
10/23/2018,06:15:46,17:03:15
10/24/2018,06:16:54,17:01:51
10/25/2018,06:18:02,17:00:29
10/26/2018,06:19:10,16:59:08
10/27/2018,06:20:19,16:57:49
10/28/2018,06:21:28,16:56:30
10/29/2018,06:22:37,16:55:13
10/30/2018,06:23:47,16:53:57
10/31/2018,06:24:56,16:52:42
11/1/2018,06:26:06,16:51:29
11/2/2018,06:27:17,16:50:17
11/3/2018,06:28:27,16:49:07
11/4/2018,06:29:37,16:47:58
11/5/2018,06:30:48,16:46:51
11/6/2018,06:31:59,16:45:45
11/7/2018,06:33:10,16:44:41
11/8/2018,06:34:21,16:43:39
11/9/2018,06:35:32,16:42:38
11/10/2018,06:36:43,16:41:39
11/11/2018,06:37:54,16:40:42
11/12/2018,06:39:05,16:39:46
11/13/2018,06:40:16,16:38:52
11/14/2018,06:41:27,16:38:00
11/15/2018,06:42:38,16:37:10
11/16/2018,06:43:48,16:36:22
11/17/2018,06:44:59,16:35:36
11/18/2018,06:46:09,16:34:52
11/19/2018,06:47:18,16:34:09
11/20/2018,06:48:28,16:33:29
11/21/2018,06:49:37,16:32:51
11/22/2018,06:50:45,16:32:15
11/23/2018,06:51:53,16:31:41
11/24/2018,06:53:00,16:31:09
11/25/2018,06:54:07,16:30:39
11/26/2018,06:55:13,16:30:12
11/27/2018,06:56:18,16:29:46
11/28/2018,06:57:23,16:29:23
11/29/2018,06:58:27,16:29:02
11/30/2018,06:59:29,16:28:43
12/1/2018,07:00:31,16:28:27
12/2/2018,07:01:32,16:28:13
12/3/2018,07:02:32,16:28:01
12/4/2018,07:03:31,16:27:51
12/5/2018,07:04:28,16:27:44
12/6/2018,07:05:24,16:27:39
12/7/2018,07:06:19,16:27:36
12/8/2018,07:07:13,16:27:36
12/9/2018,07:08:05,16:27:38
12/10/2018,07:08:56,16:27:42
12/11/2018,07:09:45,16:27:49
12/12/2018,07:10:33,16:27:57
12/13/2018,07:11:19,16:28:09
12/14/2018,07:12:04,16:28:22
12/15/2018,07:12:46,16:28:37
12/16/2018,07:13:27,16:28:55
12/17/2018,07:14:06,16:29:15
12/18/2018,07:14:44,16:29:38
12/19/2018,07:15:19,16:30:02
12/20/2018,07:15:53,16:30:28
12/21/2018,07:16:24,16:30:57
12/22/2018,07:16:54,16:31:28
12/23/2018,07:17:22,16:32:01
12/24/2018,07:17:47,16:32:35
12/25/2018,07:18:10,16:33:12
12/26/2018,07:18:32,16:33:51
12/27/2018,07:18:51,16:34:31
12/28/2018,07:19:08,16:35:14
12/29/2018,07:19:23,16:35:58
12/30/2018,07:19:35,16:36:44
12/31/2018,07:19:46,16:37:31
1/1/2019,07:19:54,16:38:21
1/2/2019,07:20:00,16:39:12
1/3/2019,07:20:03,16:40:04
1/4/2019,07:20:05,16:40:58
1/5/2019,07:20:04,16:41:54
1/6/2019,07:20:00,16:42:50
1/7/2019,07:19:55,16:43:49
1/8/2019,07:19:47,16:44:48
1/9/2019,07:19:37,16:45:49
1/10/2019,07:19:25,16:46:51
1/11/2019,07:19:11,16:47:54
1/12/2019,07:18:54,16:48:58
1/13/2019,07:18:35,16:50:03
1/14/2019,07:18:14,16:51:09
1/15/2019,07:17:51,16:52:15
1/16/2019,07:17:25,16:53:23
1/17/2019,07:16:58,16:54:32
1/18/2019,07:16:28,16:55:41
1/19/2019,07:15:56,16:56:51
1/20/2019,07:15:22,16:58:01
1/21/2019,07:14:46,16:59:12
1/22/2019,07:14:08,17:00:24
1/23/2019,07:13:28,17:01:36
1/24/2019,07:12:46,17:02:48
1/25/2019,07:12:02,17:04:01
1/26/2019,07:11:16,17:05:14
1/27/2019,07:10:28,17:06:28
